var_orig,label_orig,type_orig,var_new,type_new,label_new,keep
s05aq04__18,Pour quelles raisons:Pas de raison particulière / Ne sait pas,numeric,,,,0
s05aq04__96,Pour quelles raisons:Autres (Préciser),numeric,,,,0
s05aq04_autre,Autres raisons,character,,,,0
s05aq05,5a.05 Comptez-vous ouvrir un compte à l’avenir ?,labelled,,,,0
s05aq06,Type établissement,labelled,,,,0
s05aq07__1,Incitation à ouvrir un compte:Sécurité,numeric,,,,0
s05aq07__2,Incitation à ouvrir un compte:Proximité,numeric,,,,0
s05aq07__3,Incitation à ouvrir un compte:Cout de service,numeric,,,,0
s05aq07__4,Incitation à ouvrir un compte:Accès aux services bancaires,numeric,,,,0
s05aq07__5,Incitation à ouvrir un compte:Utiliser les moyens de paiement,numeric,,,,0
s05aq07__6,Incitation à ouvrir un compte:Salaire,numeric,,,,0
s05aq07__96,Incitation à ouvrir un compte:Autres (Préciser),numeric,,,,0
s05aq07_autre,autre incitation,character,,,,0
s05aq08,5a.08 Utilisez-vous un ou plusieurs comptes ouverts à votre nom ou au nom d’une,labelled,,,,0
s05aq09a,st le temps,labelled,,,,0
s05aq09b,st le temps,labelled,,,,0
s05aq09c,st le temps,labelled,,,,0
s05aq09d,st le temps,labelled,,,,0
s05aq09e,st le temps,labelled,,,,0
s05aq09f,st le temps,labelled,,,,0
s05aq10,5a.10 Quelle est la distance qui vous sépare de votre IMF ou du IMF le plus proc,labelled,,,,0
s06aq01,compte  agence postale,labelled,a_compte_poste,numeric,Possède un compte à La Poste,1
s06aq02,comptes,numeric,,,,0
s06aq03__1,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__2,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__3,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__4,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__5,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__6,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__7,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__8,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__9,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__10,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__11,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__12,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__13,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__14,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__15,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__16,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__17,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__18,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03__96,6a.03 Pour ceux qui n’ont pas de compte à la Poste .  Pour quelles raisons n’ave,numeric,,,,0
s06aq03_autre,Autre raisons,character,,,,0
s06aq04,6a.04 Comptez-vous ouvrir un compte à l’avenir ?,labelled,,,,0
s06aq05,6a.05 Si oui dans quel type établissement&nbsp;?,labelled,,,,0
s06aq05_autre,Préciser l'établissement,character,,,,0
s06aq06__1,6a.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence posta,numeric,,,,0
s06aq06__2,6a.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence posta,numeric,,,,0
s06aq06__3,6a.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence posta,numeric,,,,0
s06aq06__4,6a.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence posta,numeric,,,,0
s06aq06__5,6a.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence posta,numeric,,,,0
s06aq06__96,6a.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence posta,numeric,,,,0
s06aq06_autre,Autre raison qui inciterait à ouvrir un compte,character,,,,0
s06aq07,6a.07	Utilisez-vous un ou plusieurs comptes ouverts à votre nom ou au nom d’une,labelled,,,,0
s06aq08a,6a.08A		Quel est le temps moyen que vous mettez pour accéder à l'agence postale,labelled,,,,0
s06aq08b,6a.08B		Quel est le temps moyen que vous mettez pour accéder à l'agene postale l,labelled,,,,0
s06aq08c,6a.08C		Quel est le temps moyen que vous mettez pour accéder à l'agence postale,labelled,,,,0
s06aq08d,6a.08D		Quel est le temps moyen que vous mettez pour accéder à l' gence postale,labelled,,,,0
s06aq08e,6a.08E		Quel est le temps moyen que vous mettez pour accéder à l'agence postale,labelled,,,,0
s06aq08f,6a.08F		Quel est le temps moyen que vous mettez pour accéder à l'agence postale,labelled,,,,0
s06aq09,6a09 Quelle est la distance qui vous sépare de votre agence postale  ?,labelled,,,,0
s06bq12,"6b.12 Au cours des 12 derniers mois,  Avez vous rencontré des difficultés ou pro",labelled,,,,0
s06bq13__1,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__2,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__3,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__4,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__5,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__6,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__7,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13__96,"6b.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06bq13_autre,Préciser l'autre type de difficultés,character,,,,0
s06bq14,6b.14 Plaintes&nbsp;:  Avez-vous déposé ou formulé une plainte formelle auprès d,labelled,,,,0
s06bq15,6b.15 Résolution&nbsp;: Votre plainte a-t-elle été résolue ?,labelled,,,,0
s06bq16,6b.16 Si Oui à la question précédente: Dans quels délais ?,labelled,,,,0
s06bq17,6b.17 Avez-vous saisie une autorité de médiation/défense de consommateurs au cou,labelled,,,,0
s06bq18,6b.18 Résolution&nbsp;: Votre plainte a-t-elle été résolue ?,labelled,,,,0
s06bq19,6b.19 Si Oui à la question précédente: Dans quels délais ?,labelled,,,,0
s06bq20,6b.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans chacun de ces t,labelled,,,,0
s06bq20_autres,Autres raisons qui vous incite à utiliser votre compte,character,,,,0
s06cq01,compte  agence postale,labelled,,,,0
s06cq01a__1,le nom de votre SFD:Agence Trésor1,numeric,,,,0
s06cq01a__2,le nom de votre SFD:Agence Trésor2,numeric,,,,0
s06cq01a__3,le nom de votre SFD:Agence Trésor3,numeric,,,,0
s06cq01a__4,le nom de votre SFD:Agence Trésor4,numeric,,,,0
s06cq03__1,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__2,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__3,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__4,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__5,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__6,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__7,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__8,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__9,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__10,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__11,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__12,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__13,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__14,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__15,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__16,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__17,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__18,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03__96,6c.03 Pour ceux qui n’ont pas de compte à la poste. Pour quelles raisons n’avez-,numeric,,,,0
s06cq03_autre,Préciser l'autre raison,character,,,,0
s06cq04,6c.04 Comptez-vous ouvrir un compte à l’avenir ?,labelled,,,,0
s06cq05,6c.05 Si oui dans quel type établissement&nbsp;?,character,,,,0
s06cq06__1,6c.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence banca,numeric,,,,0
s06cq06__2,6c.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence banca,numeric,,,,0
s06cq06__3,6c.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence banca,numeric,,,,0
s06cq06__4,6c.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence banca,numeric,,,,0
s06cq06__5,6c.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence banca,numeric,,,,0
s06cq06__96,6c.06 Qu’est-ce qui vous inciterait à ouvrir un compte auprès d'une agence banca,numeric,,,,0
s06cq06_autre,Préciser l'autre incitation,character,,,,0
s06cq07,6c.07	Utilisez-vous un ou plusieurs comptes ouverts à votre nom ou au nom d’une,labelled,,,,0
s06cq08a,6c.08A		Quel est le temps moyen que vous mettez pour accéder à l'agence bancaire,labelled,,,,0
s06cq08b,6c.08B		Quel est le temps moyen que vous mettez pour accéder à l'agene bancaire,labelled,,,,0
s06cq08c,6c.08C		Quel est le temps moyen que vous mettez pour accéder à l'agence bancaire,labelled,,,,0
s06cq08d,6c.08D		Quel est le temps moyen que vous mettez pour accéder à l'agence bancaire,labelled,,,,0
s06cq08e,6c.08E		Quel est le temps moyen que vous mettez pour accéder à l'agence bancaire,labelled,,,,0
s06cq08f,6c.08F		Quel est le temps moyen que vous mettez pour accéder à l'agence bancaire,labelled,,,,0
s06cq09,6c.09 Quelle est la distance qui vous sépare de votre agence bancaire du trésor,labelled,,,,0
s06dq12,"6d.12 Au cours des 12 derniers mois,  Avez vous rencontré des difficultés ou pro",labelled,,,,0
s06dq13__1,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__2,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__3,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__4,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__5,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__6,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__7,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13__96,"6d.13 Au cours 12 derniers mois, quel type de difficultés ou problèmes avez-vous",numeric,,,,0
s06dq13_autre,autres difficultés ou problèmes avez-vous rencontré lors de vos transactions,character,,,,0
s06dq14,6d.14 Plaintes&nbsp;:  Avez-vous déposé ou formulé une plainte formelle auprès d,labelled,,,,0
s06dq15,6d.15 Résolution&nbsp;: Votre plainte a-t-elle été résolue ?,labelled,,,,0
s06dq16,6d.16 Si Oui à la question précédente: Dans quels délais ?,labelled,,,,0
s06dq17,6d.17 Avez-vous saisie une autorité de médiation/défense de consommateurs au cou,labelled,,,,0
s06dq18,6d.18 Résolution&nbsp;: Votre plainte a-t-elle été résolue ?,labelled,,,,0
s06dq19,6d.19 Si Oui à la question précédente: Dans quels délais ?,labelled,,,,0
s06dq20__1,6d.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans une agence post,numeric,,,,0
s06dq20__2,6d.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans une agence post,numeric,,,,0
s06dq20__3,6d.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans une agence post,numeric,,,,0
s06dq20__4,6d.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans une agence post,numeric,,,,0
s06dq20__5,6d.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans une agence post,numeric,,,,0
s06dq20__96,6d.20 Qu’est-ce qui vous inciterait à utiliser votre compte dans une agence post,numeric,,,,0
s06dq20_autres,Autres raisons qui vous incite à utiliser votre compte,character,,,,0
s07q01,7.01 Avez-vous déposé une demande de crédit ces deux dernières années ?,labelled,a_demande_credit,numeric,A déposé une demande de crédit (2 ans),1
s07q02__1,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Peur d’être rejetée,numeric,,,,0
s07q02__2,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Peur de perdre la ga,numeric,,,,0
s07q02__3,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Démarches administra,numeric,,,,0
s07q02__4,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Pas de besoins en cr,numeric,,,,0
s07q02__5,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:N’est pas intéressé,numeric,,,,0
s07q02__6,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Ne fait pas confianc,numeric,,,,0
s07q02__7,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Je ne verse pas / re,numeric,,,,0
s07q02__8,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Taux d’intérêts trop,numeric,,,,0
s07q02__9,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Conditions de prêts,numeric,,,,0
s07q02__10,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Montants de prêts no,numeric,,,,0
s07q02__11,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Peur de ne pas être,numeric,,,,0
s07q02__12,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Ne connaît pas,numeric,,,,0
s07q02__13,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Pas ou manque de gar,numeric,,,,0
s07q02__14,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Pas d’institutions p,numeric,,,,0
s07q02__15,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Convictions religieu,numeric,,,,0
s07q02__16,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Ne sait pas,numeric,,,,0
s07q02__96,7.02 pourquoi n’avez-vous pas postulé / demandé un crédit ?:Autres (Préciser),numeric,,,,0
s07q02_autre,Préciser l'autre raison,character,,,,0
s07q03__1,"7.03 Si oui, auprès de qui ?:Amis/parents",numeric,s07q03__1,numeric,Choix multiple : s07q03__1,1
s07q03__2,"7.03 Si oui, auprès de qui ?:IMF",numeric,s07q03__2,numeric,Choix multiple : s07q03__2,1
s07q03__3,"7.03 Si oui, auprès de qui ?:Banque",numeric,s07q03__3,numeric,Choix multiple : s07q03__3,1
s07q03__4,"7.03 Si oui, auprès de qui ?:Poste",numeric,s07q03__4,numeric,Choix multiple : s07q03__4,1
s07q03__5,"7.03 Si oui, auprès de qui ?:Usuriers",numeric,s07q03__5,numeric,Choix multiple : s07q03__5,1
s07q03__6,"7.03 Si oui, auprès de qui ?:Tontine",numeric,s07q03__6,numeric,Choix multiple : s07q03__6,1
s07q03__7,"7.03 Si oui, auprès de qui ?:Boutiquier",numeric,s07q03__7,numeric,Choix multiple : s07q03__7,1
s07q03__96,"7.03 Si oui, auprès de qui ?:Autres (préciser)",numeric,s07q03__96,numeric,Choix multiple : s07q03__96,1
s07q03_autre,Autre emprunteur,character,,,,0
s07q04,"7.04 Si banque, poste , IMF ou autres institutions formelles (Trésors, fonds nat",labelled,,,,0
s07q05__1,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Manque de garantie,numeric,,,,0
s07q05__2,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Dossier incomplet,numeric,,,,0
s07q05__3,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Pas de garant,numeric,,,,0
s07q05__4,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Problèmes de rembo,numeric,,,,0
s07q05__5,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Apport individuel,numeric,,,,0
s07q05__6,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Ne sait pas,numeric,,,,0
s07q05__96,7.05  Pourquoi votre demande a été refusée la dernière fois ?:Autres (Préciser),numeric,,,,0
s07q05_autre,Autre raison,character,,,,0
s07q06__1,"7.06 Si banque, poste, IMF, ou autres institutions formelles (Trésors, fonds nat",numeric,,,,0
s07q06__2,"7.06 Si banque, poste, IMF, ou autres institutions formelles (Trésors, fonds nat",numeric,,,,0
s07q06__3,"7.06 Si banque, poste, IMF, ou autres institutions formelles (Trésors, fonds nat",numeric,,,,0
s07q06__4,"7.06 Si banque, poste, IMF, ou autres institutions formelles (Trésors, fonds nat",numeric,,,,0
s07q07,7.07 Quel était le montant du crédit ?,labelled,montant_credit,numeric,Montant du dernier crédit obtenu (FCFA),1
s07q08__1,7.08 A quoi a servi le crédit obtenu&nbsp;?:Acheter une maison / terrain / const,numeric,s07q08__1,numeric,Choix multiple : s07q08__1,1
s07q08__2,7.08 A quoi a servi le crédit obtenu&nbsp;?:Acheter un véhicule (moto / voiture),numeric,s07q08__2,numeric,Choix multiple : s07q08__2,1
s07q08__3,7.08 A quoi a servi le crédit obtenu&nbsp;?:Améliorer la maison et achat matérie,numeric,s07q08__3,numeric,Choix multiple : s07q08__3,1
s07q08__4,7.08 A quoi a servi le crédit obtenu&nbsp;?:Frais de scolarité / Envoyer des enf,numeric,s07q08__4,numeric,Choix multiple : s07q08__4,1
s07q08__5,"7.08 A quoi a servi le crédit obtenu&nbsp;?:Cérémonies (mariages, funérailles)",numeric,s07q08__5,numeric,Choix multiple : s07q08__5,1
s07q08__6,7.08 A quoi a servi le crédit obtenu&nbsp;?:Partir à l'étranger / envoyer un pro,numeric,s07q08__6,numeric,Choix multiple : s07q08__6,1
s07q08__7,7.08 A quoi a servi le crédit obtenu&nbsp;?:Partir en pèlerinage / envoyer un pr,numeric,s07q08__7,numeric,Choix multiple : s07q08__7,1
s07q08__8,7.08 A quoi a servi le crédit obtenu&nbsp;?:Démarrer une activité,numeric,s07q08__8,numeric,Choix multiple : s07q08__8,1
s07q08__9,7.08 A quoi a servi le crédit obtenu&nbsp;?:Acheter des marchandises / stock /in,numeric,s07q08__9,numeric,Choix multiple : s07q08__9,1
s07q08__10,7.08 A quoi a servi le crédit obtenu&nbsp;?:Acheter des équipements/matériel pou,numeric,s07q08__10,numeric,Choix multiple : s07q08__10,1
s07q08__11,7.08 A quoi a servi le crédit obtenu&nbsp;?:Acheter un local / améliorer le loca,numeric,s07q08__11,numeric,Choix multiple : s07q08__11,1
s07q08__12,7.08 A quoi a servi le crédit obtenu&nbsp;?:Couvrir des dépenses de santé (perso,numeric,s07q08__12,numeric,Choix multiple : s07q08__12,1
s07q08__13,7.08 A quoi a servi le crédit obtenu&nbsp;?:Célébrer un baptême,numeric,s07q08__13,numeric,Choix multiple : s07q08__13,1
s07q08__14,7.08 A quoi a servi le crédit obtenu&nbsp;?:Faire des funérailles,numeric,s07q08__14,numeric,Choix multiple : s07q08__14,1
s07q08__15,7.08 A quoi a servi le crédit obtenu&nbsp;?:Célébrer un mariage,numeric,s07q08__15,numeric,Choix multiple : s07q08__15,1
s07q08__96,7.08 A quoi a servi le crédit obtenu&nbsp;?:Autres( à préciser),numeric,s07q08__96,numeric,Choix multiple : s07q08__96,1
s07q08_autre,Préciser l'autre,character,,,,0
s07q09,"7.09 Pour ce crédit, avez-vous reçu de l’information complète et transparente su",labelled,,,,0
s07q10__1,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le monta,numeric,,,,0
s07q10__2,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le délai,numeric,,,,0
s07q10__3,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:La pério,numeric,,,,0
s07q10__4,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le monta,numeric,,,,0
s07q10__5,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Les gara,numeric,,,,0
s07q10__6,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le temps,numeric,,,,0
s07q10__7,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le taux,numeric,,,,0
s07q10__8,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le servi,numeric,,,,0
s07q10__9,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:La commi,numeric,,,,0
s07q10__10,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Le délai,numeric,,,,0
s07q10__11,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Accès di,numeric,,,,0
s07q10__96,7.10	Quelles difficultés avez-vous rencontrées lors de ce crédit&nbsp;?:Autres (,numeric,,,,0
s07q10_autre,Autre difficulté,character,,,,0
s07q11__1,"7.11	En lien avec vos difficultés, pourriez-vous nous dire si dans les 12 dernie",numeric,,,,0
s07q11__2,"7.11	En lien avec vos difficultés, pourriez-vous nous dire si dans les 12 dernie",numeric,,,,0
s07q11__3,"7.11	En lien avec vos difficultés, pourriez-vous nous dire si dans les 12 dernie",numeric,,,,0
s07q11__4,"7.11	En lien avec vos difficultés, pourriez-vous nous dire si dans les 12 dernie",numeric,,,,0
s07q11__5,"7.11	En lien avec vos difficultés, pourriez-vous nous dire si dans les 12 dernie",numeric,,,,0
s07q11__90,"7.11	En lien avec vos difficultés, pourriez-vous nous dire si dans les 12 dernie",numeric,,,,0
s07q12__1,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Pa,numeric,,,,0
s07q12__2,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Ba,numeric,,,,0
s07q12__3,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Re,numeric,,,,0
s07q12__4,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Sa,numeric,,,,0
s07q12__5,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Di,numeric,,,,0
s07q12__6,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Ré,numeric,,,,0
s07q12__96,7.12 Quelles sont les conséquences de vos difficultés de remboursement&nbsp;?:Au,numeric,,,,0
s07q12_autre,Autre conséquence,character,,,,0
s07q13,7.13 Retourneriez-vous auprès de cette institution en cas de besoin de crédit ?,labelled,,,,0
s07q14__1,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__2,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__3,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__4,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__5,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__6,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__7,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__8,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__9,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__10,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__11,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__12,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__13,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14__96,"7.14	Quels sont vos futurs projets pour vous-même, votre famille ou votre activi",numeric,,,,0
s07q14_autre,Autre projet,character,,,,0
s07q15__1,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Épargne,numeric,,,,0
s07q15__2,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Revenus courants,numeric,,,,0
s07q15__3,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Crédit auprès d’un IMF,numeric,,,,0
s07q15__4,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Crédit auprès d’une ban,numeric,,,,0
s07q15__5,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Crédit auprès d’un usur,numeric,,,,0
s07q15__6,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Crédit ou subvention d’,numeric,,,,0
s07q15__7,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Tontines,numeric,,,,0
s07q15__8,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Ventes de biens,numeric,,,,0
s07q15__9,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Crédit par amis/famille,numeric,,,,0
s07q15__96,7.15	Comment allez-vous financer ce/ces projet(s)&nbsp;?:Autres Préciser),numeric,,,,0
s07q15_autre,Autre mode de financement,character,,,,0
s07q16,"7.16 Si crédit formel dans un IMF, poste ou banque,Quel type de crédit préfériez",labelled,,,,0
s07q17,7.17 A combien s’élèverait le montant de cet investissement  ?,numeric,,,,0
s07q18,7.18 A combien s’élèverait le montant du crédit demandé ?,numeric,,,,0
s07q19,7.19	Pour quelle durée ?,labelled,,,,0
s07q19_autre,Autre durée,character,,,,0
s07q20,7.20	Pour quelle périodicité de remboursement&nbsp;?,labelled,,,,0
s07q20_autre,Autre périodicité,character,,,,0
s07q21,7.21	Combien pouvez-vous rembourser chaque mois (capital et intérêt) ?,numeric,,,,0
